UnidadeAdm - Código;Situação UnidadeAdm;UnidadeAdm - Nome;UnidadeAdm - Sigla
1045000763;EXCLUÍDO;"DIRETORIA DE CONTABILIDADE E FINANÇAS;";DCFZZ
1045000764;EXCLUÍDO;DIRETORIA DE CONTRATOS E CONVÊNIOS;DCCZZ
1045000765;EXCLUÍDO;SUPERINTENDÊNCIA DE INFRAESTRUTURA E LOGÍSTICA;SILZZ
1045000766;EXCLUÍDO;DIRETORIA DE MATERIAL E PATRIMÔNIO;DMPZZ
1045000767;EXCLUÍDO;DIRETORIA DE INFRAESTRUTURA;DIZZ
1045000768;EXCLUÍDO;DIRETORIA DE TRANSPORTES E SERVIÇOS GERAIS;DTSGZZ
1045000769;EXCLUÍDO;DIRETORIA DE COMPRAS;DCZZ
1045000770;EXCLUÍDO;DIRETORIA DE APOIO À GESTÃO ALIMENTAR;DAGAZZ
1045000771;EXCLUÍDO;SUPERINTENDÊNCIA DE RECURSOS HUMANOS;SRHZZ
1045000772;EXCLUÍDO;DIRETORIA DE PAGAMENTOS, BENEFÍCIOS E VANTAGENS;DPBVZZ
1045000773;EXCLUÍDO;DIRETORIA DE GESTÃO DE PESSOAS;DGPZZ
1045000774;EXCLUÍDO;DIRETORIA DE ATENÇÃO AO SERVIDOR;DASERVZZ
1045000775;EXCLUÍDO;SUPERINTENDÊNCIA DE TECNOLOGIA, INFORMAÇÃO, COMUNICAÇÃO E MODERNIZAÇÃO DO SISTEMA PRISIONAL;STICMSPZZ
1045000776;EXCLUÍDO;DIRETORIA DE SUPORTE E INFRAESTRUTURA;DSIZZ
1045000777;EXCLUÍDO;DIRETORIA DE SISTEMAS DE INFORMAÇÃO;DSINFZZ
1045000778;EXCLUÍDO;ACADEMIA DO SISTEMA PRISIONAL;ASPZZ
1045000779;EXCLUÍDO;NÚCLEO PEDAGÓGICO;NPZZ
1045000780;EXCLUÍDO;NÚCLEO OPERACIONAL;NOZZ
1045070001;EXCLUÍDO;GABINETE;GAB1
1045070002;EXCLUÍDO;ASSESSORIA JURÍDICA;ASSJUR
1045070003;EXCLUÍDO;ASSESSORIA DE COMUNICAÇÃO SOCIAL;ASSCOMZZ
1045070004;EXCLUÍDO;ASSESSORIA DE PLANEJAMENTO;ASPLANZZ
1045070005;EXCLUÍDO;ASSESSORIA MILITAR;AMZZ
1045070006;EXCLUÍDO;ASSESSORIA DE INFORMAÇÃO E INTELIGÊNCIA;AIIZZ
1045070007;EXCLUÍDO;"UNIDADE SETORIAL DE CONTROLE INTERNO;";USCIZZ
1045070008;EXCLUÍDO;NÚCLEO DE CORREIÇÃO ADMINISTRATIVA;NCAZZ
1045070009;EXCLUÍDO;UNIDADE SETORIAL DE PARCERIA PÚBLICO-PRIVADA E COGESTÃO;USPPPCZZ
1045070010;EXCLUÍDO;NÚCLEO TÉCNICO DE FISCALIZAÇÃO;NTFZZ
1045070011;EXCLUÍDO;NÚCLEO DE GESTÃO CONTRATUAL;NGCZZ
1045070012;EXCLUÍDO;NÚCLEO DE PESQUISA E DESENVOLVIMENTO;NPDZZ
1045070013;EXCLUÍDO;SUBSECRETARIA DE SEGURANÇA PRISIONAL;SUBSPZZ
1045070014;EXCLUÍDO;COORDENADORIA DE INFORMAÇÃO E INTELIGÊNCIA;CIIZZ
1045070015;EXCLUÍDO;DIRETORIA REGIONAL DE ADMINISTRAÇÃO PRISIONAL;DRAPZZ
1045070016;EXCLUÍDO;PRESÍDIO DE AÇUCENA;PAZZ
1045070017;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE AÇUCENA;DGAZZ
1045070018;EXCLUÍDO;DIRETORIA ADJUNTA -PRESÍDIO DE AÇUCENA;DAAZZ
1045070019;EXCLUÍDO;PRESÍDIO DE ÁGUAS FORMOSAS;PAFZZ
1045070020;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE ÁGUAS FORMOSAS;DGAFZZ
1045070021;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE ÁGUAS FORMOSAS;DAAFZZ
1045070022;EXCLUÍDO;PRESÍDIO DE BAEPENDI;PBZZ
1045070023;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE BAEPENDI;DGBZZ
1045070024;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE BAEPENDI;DABZZ
1045070025;EXCLUÍDO;PRESÍDIO DE BAMBUÍ;PBBZZ
1045070026;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE BAMBUÍ;DGBBZZ
1045070027;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE BAMBUÍ;DABBZZ
1045070028;EXCLUÍDO;PRESÍDIO DE BOCAIUVA;PBOZZ
1045070029;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE BOCAIUVA;DGBOZZ
1045070030;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE BOCAIUVA;DABOZZ
1045070031;EXCLUÍDO;PRESÍDIO DE BOTELHOS;PRESBOTELHOSZZ
1045070032;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE BOTELHOS;DPBOTELHOSZZ
1045070033;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE BOTELHOS;DAPBOTELHOSZZ
1045070034;EXCLUÍDO;PRESÍDIO DE BURITIS;PRESBURITISZZ
1045070035;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE BURITIS;DPBURITISZZ
1045070036;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE BURITIS;DAPBURITISZZ
1045070037;EXCLUÍDO;PRESÍDIO DE CAETÉ;PRESCAETÉZZ
1045070038;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CAETÉ;DPCAETÉZZ
1045070039;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE CAETÉ;DAPCAETÉZZ
1045070040;EXCLUÍDO;PRESÍDIO DE CAMPOS GERAIS;PRESCAMPOSZZ
1045070041;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CAMPOS GERAIS;DPCAMPOSZZ
1045070042;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE CAMPOS GERAIS;DAPCAMPOSZZ
1045070043;EXCLUÍDO;PRESÍDIO DE CANDEIAS;PRESCANDEIASZZ
1045070044;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CANDEIAS;DPCANDEIASZZ
1045070045;EXCLUÍDO;DIRETORIA ADJUNTA -PRESÍDIO DE CANDEIAS;DACZZ
1045070046;EXCLUÍDO;PRESÍDIO DE CAPINÓPOLIS;PRESCAPINÓPOLISZZ
1045070047;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CAPINÓPOLIS;DPCAPINÓPOLISZZ
1045070048;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE CAPINÓPOLIS;DAPCAPINÓPOLISZZ
1045070049;EXCLUÍDO;PRESÍDIO DE CARANGOLA;PRESCARANGOLAZZ
1045070050;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CARANGOLA;DPCARANGOLAZZ
1045070051;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE CARANGOLA;DAPCARANGOLAZZ
1045070052;EXCLUÍDO;PRESÍDIO DE CAXAMBU;PRESCAXAMBUZZ
1045070053;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CAXAMBU;DPCAXAMBUZZ
1045070054;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE CAXAMBU;DAPCAXAMBUZZ
1045070055;EXCLUÍDO;PRESÍDIO DE CONCEIÇÃO DAS ALAGOAS;PRESCONCEIÇÃOZZ
1045070056;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CONCEIÇÃO DAS ALAGOAS;DPCONCEIÇÃOZZ
1045070057;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE CONCEIÇÃO DAS ALAGOAS;DAPCONCEIÇÃOZZ
1045070058;EXCLUÍDO;PRESÍDIO DE CORINTO;PRESCORINTO1ZZ
1045070059;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE CORINTO;DPCORINTO1ZZ
1045070060;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE CORINTO;DAPCORINTO1ZZ
1045070061;EXCLUÍDO;PRESÍDIO DE ERVÁLIA;PRESERVÁLIAZZ
1045070062;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE ERVÁLIA;DPERVÁLIAZZ
1045070063;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE ERVÁLIA;DAPERVÁLIAZZ
1045070064;EXCLUÍDO;PRESÍDIO DE EUGENÓPOLIS;PRESEUGENÓPOLISZZ
1045070065;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE EUGENÓPOLIS;DPEUGENÓPOLISZZ
1045070066;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE EUGENÓPOLIS;DAPEUGENÓPOLISZZ
1045070067;EXCLUÍDO;PRESÍDIO DE EXTREMA;PRESEXTREMAZZ
1045070068;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE EXTREMA;DPEXTREMAZZ
1045070069;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE EXTREMA;DAPEXTREMAZZ
1045070070;EXCLUÍDO;PRESÍDIO DE INHAPIM;PRESINHAPIMZZ
1045070071;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE INHAPIM;DPINHAPIMZZ
1045070072;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE INHAPIM;DAPINHAPIMZZ
1045070073;EXCLUÍDO;PRESÍDIO DE ITURAMA;PRESITURAMAZZ
1045070074;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE ITURAMA;DPITURAMAZZ
1045070075;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE ITURAMA;DAPITURAMAZZ
1045070076;EXCLUÍDO;PRESÍDIO DE JABOTICATUBAS;PRESJABOTICATUBASZZ
1045070077;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE JABOTICATUBAS;DPJABOTICATUBASZZ
1045070078;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE JABOTICATUBAS;DAPJABOTICATUBASZZ
1045070079;EXCLUÍDO;PRESÍDIO DE JACINTO;PRESJACINTOZZ
1045070080;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE JACINTO;DPJACINTOZZ
1045070081;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE JACINTO;DAPJACINTOZZ
1045070082;EXCLUÍDO;PRESÍDIO DE JANUÁRIA;PRESJANUÁRIAZZ
1045070083;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE JANUÁRIA;DPJANUÁRIAZZ
1045070084;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE JANUÁRIA;DAPJANUÁRIAZZ
1045070085;EXCLUÍDO;PRESÍDIO DE JEQUITINHONHA;PRESJEQUITINHONHAZZ
1045070086;EXCLUÍDO;DIRETORIA-GERAL - PRESÍDIO DE JEQUITINHONHA;DPJEQUITINHONHAZZ
1045070087;EXCLUÍDO;DIRETORIA ADJUNTA - PRESÍDIO DE JEQUITINHONHA;DAPJEQUITINHONHAZZ
1045070088;EXCLUÍDO;PRESÍDIO DE LAGOA SANTA;PRESLAGOA1ZZ
1045070089;ATIVO;"DIRETORIA DE INFORMAÇÕES DE SEGURANÇA PÚBLICA;";DISPZ
1045070090;ATIVO;DIRETORIA DE INFORMAÇÕES DE JUSTIÇA;DIJZ
1045070091;ATIVO;UNIDADES PREDIAIS INTEGRADAS DE REGIÃO INTEGRADA DE SEGURANÇA PÚBLICA E ÁREA  INTEGRADA DE SEGURANÇA PÚBLICA;UPIRSPAISP
1045070092;ATIVO;DIRETORIA DE TECNOLOGIA EM TELECOMUNICAÇÕES;DTTZ
1045070093;ATIVO;DIRETORIA DE TRANSPORTES E SERVIÇOS GERAIS;DTSGZ
1045070094;ATIVO;DIRETORIA DE ATENÇÃO À SAÚDE;DASZ
1045070095;ATIVO;DIRETORIA DE PLANEJAMENTO E MONITORAMENTO SOCIOEDUCATIVO;DPMS
1045070096;ATIVO;CÂMARA DE COORDENAÇÃO DAS POLÍTICAS DE SEGURANÇA PÚBLICA;CCPSP
1045070097;ATIVO;CONSELHO ESTADUAL DE SEGURANÇA PÚBLICA E DEFESA SOCIAL;CESPDS
1045070098;ATIVO;CONSELHO PENITENCIÁRIO ESTADUAL;CPEZ
1045070099;ATIVO;CONSELHO DE CRIMINOLOGIA E POLÍTICA CRIMINAL;CCPC
1045080001;ATIVO;DPO - PLANEJAMENTO E ORCA                                                                                                                             ;SEJUSP1045080001
1045080002;ATIVO;FINANCEIRA E CONTABIL                                                                                                                                 ;SEJUSP1045080002
1045080003;ATIVO;DRH SETORIAL OPERACIONAL                                                                                                                              ;SEJUSP1045080003
1045080004;ATIVO;CONTABIL                                                                                                                                              ;SEJUSP1045080004
1045080005;ATIVO;SULOT                                                                                                                                                 ;SEJUSP1045080005
1045080006;ATIVO;AUDITORIA-SETORIAL E OPER                                                                                                                             ;SEJUSP1045080006
1045080007;ATIVO;GABINETE SECRETARIO                                                                                                                                   ;SEJUSP1045080007
1045080008;ATIVO;CIAD PCMG                                                                                                                                             ;SEJUSP1045080008
1045080009;ATIVO;ESCOLA DE FORMACAO SEDS                                                                                                                               ;SEJUSP1045080009
1045080010;ATIVO;COMANDO DE OPER ESPECIAIS                                                                                                                             ;SEJUSP1045080010
1045080011;ATIVO;SUP INFRAESTRUTURA E LOGI                                                                                                                             ;SEJUSP1045080011
1045080012;ATIVO;SUBSEC AT SOCIOEDUCATIVO                                                                                                                              ;SEJUSP1045080012
1045080013;ATIVO;SETOP - MG                                                                                                                                            ;SEJUSP1045080013
1045080014;ATIVO;SUBSEC PREV CRIMINALIDADE                                                                                                                             ;SEJUSP1045080014
1045080015;ATIVO;SUBSEC INT E ATUAÇÃO                                                                                                                                ;SEJUSP1045080015
1045080016;ATIVO;DRAP BELO HORIZONTE                                                                                                                                   ;SEJUSP1045080016
1045080017;ATIVO;FUNDO PENITENCIARIO                                                                                                                                   ;SEJUSP1045080017
1045080018;ATIVO;CSE SAO COSME                                                                                                                                         ;SEJUSP1045080018
1045080019;ATIVO;SUPERIN. HUMAN. DO ATEND.                                                                                                                             ;SEJUSP1045080019
1045080020;ATIVO;SUP ART INST GES DE VAGAS                                                                                                                             ;SEJUSP1045080020
1045080021;ATIVO;DRAP CONTAGEM                                                                                                                                         ;SEJUSP1045080021
1045080022;ATIVO;SEAP                                                                                                                                                  ;SEJUSP1045080022
1045080023;ATIVO;CEN AP SAO FRANCISCO                                                                                                                                  ;SEJUSP1045080023
1045080024;ATIVO;CASA ALB JOSE A ROGEDO                                                                                                                                ;SEJUSP1045080024
1045080025;ATIVO;CASA ALB PRESI J PESSOA                                                                                                                               ;SEJUSP1045080025
1045080026;ATIVO;PRES A DUTRA LADEIRA                                                                                                                                  ;SEJUSP1045080026
1045080027;ATIVO;COMP PENIT F ESTEVAO PINT                                                                                                                             ;SEJUSP1045080027
1045080028;ATIVO;HOSP PSIQ J JORGE VAZ                                                                                                                                 ;SEJUSP1045080028
1045080029;ATIVO;HOSP TOX P WILSON V COSTA                                                                                                                             ;SEJUSP1045080029
1045080030;ATIVO;PENIT AGOSTINHO O JUNIOR                                                                                                                              ;SEJUSP1045080030
1045080031;ATIVO;PENIT FRANCISCO F PAULA                                                                                                                               ;SEJUSP1045080031
1045080032;ATIVO;PENIT DENIO M CARVALHO                                                                                                                                ;SEJUSP1045080032
1045080033;ATIVO;PENIT JOSE E CAVALIERI                                                                                                                                ;SEJUSP1045080033
1045080034;ATIVO;PENIT JOSE A GONCALVES                                                                                                                                ;SEJUSP1045080034
1045080035;ATIVO;PENIT JOSE MARIA ALKIMIN                                                                                                                              ;SEJUSP1045080035
1045080036;ATIVO;COMP PENIT NELSON HUNGRIA                                                                                                                             ;SEJUSP1045080036
1045080037;ATIVO;PENIT PROF A C PIRES                                                                                                                                  ;SEJUSP1045080037
1045080038;ATIVO;COMP PENIT N SRA DO CARMO                                                                                                                             ;SEJUSP1045080038
1045080039;ATIVO;PENIT REG PROF JASON S AL                                                                                                                             ;SEJUSP1045080039
1045080040;ATIVO;COMP PENIT DR PIO CANEDO                                                                                                                              ;SEJUSP1045080040
1045080041;ATIVO;PENIT PROF J PIMENTA VEIG                                                                                                                             ;SEJUSP1045080041
1045080042;ATIVO;PRES FLORAMAR                                                                                                                                         ;SEJUSP1045080042
1045080043;ATIVO;PRES PROF JACY DE ASSIS                                                                                                                               ;SEJUSP1045080043
1045080044;ATIVO;PRES SEBASTIAO SATIRO                                                                                                                                 ;SEJUSP1045080044
1045080045;ATIVO;PENIT FRANCISCO SA                                                                                                                                    ;SEJUSP1045080045
1045080046;ATIVO;PENIT TEOFILO OTONI                                                                                                                                   ;SEJUSP1045080046
1045080047;ATIVO;PRES ARAGUARI                                                                                                                                         ;SEJUSP1045080047
1045080048;ATIVO;CSE MONTES CLAROS                                                                                                                                     ;SEJUSP1045080048
1045080049;ATIVO;CSE SAO JERONIMO                                                                                                                                      ;SEJUSP1045080049
1045080050;ATIVO;CSE STA TEREZINHA                                                                                                                                     ;SEJUSP1045080050
1045080051;ATIVO;CSE SETE LAGOAS                                                                                                                                       ;SEJUSP1045080051
1045080052;ATIVO;CEIP DOM BOSCO                                                                                                                                        ;SEJUSP1045080052
1045080053;ATIVO;CSE SAO FRANCISCO                                                                                                                                     ;SEJUSP1045080053
1045080054;ATIVO;PRES DR CARLOS VITORIANO                                                                                                                              ;SEJUSP1045080054
1045080055;ATIVO;PRES NOVA SERRANA                                                                                                                                     ;SEJUSP1045080055
1045080056;ATIVO;PRES DE VICOSA                                                                                                                                        ;SEJUSP1045080056
1045080057;ATIVO;GAB SECRETARIO ADJUNTO                                                                                                                                ;SEJUSP1045080057
1045080058;ATIVO;PCMG SEDS                                                                                                                                             ;SEJUSP1045080058
1045080059;ATIVO;DP/FUNDO PENITENCIARIO                                                                                                                                ;SEJUSP1045080059
1045080060;ATIVO;PENIT DR M M LISBOA JR                                                                                                                                ;SEJUSP1045080060
1045080061;ATIVO;PENIT TRES CORACOES                                                                                                                                   ;SEJUSP1045080061
1045080062;ATIVO;PENIT DEP EXP F TAVARES                                                                                                                               ;SEJUSP1045080062
1045080063;ATIVO;PENIT PROF A I OLIVEIRA                                                                                                                               ;SEJUSP1045080063
1045080064;ATIVO;PRES INSP JOSE M DRUMOND                                                                                                                              ;SEJUSP1045080064
1045080065;ATIVO;PRES DE VESPASIANO                                                                                                                                    ;SEJUSP1045080065
1045080066;ATIVO;PRESIDIO DE BOTELHOS                                                                                                                                  ;SEJUSP1045080066
1045080067;ATIVO;CEIP SAO BENEDITO                                                                                                                                     ;SEJUSP1045080067
1045080068;ATIVO;CSE SANTA HELENA                                                                                                                                      ;SEJUSP1045080068
1045080069;ATIVO;PRES GOVERNADOR VALADARES                                                                                                                             ;SEJUSP1045080069
1045080070;ATIVO;CSE SANTA CLARA                                                                                                                                       ;SEJUSP1045080070
1045080071;ATIVO;PRES SETE LAGOAS                                                                                                                                      ;SEJUSP1045080071
1045080072;ATIVO;PRES S JOAQUIM DE BICAS                                                                                                                               ;SEJUSP1045080072
1045080073;ATIVO;CIA SAO JUDAS TADEU                                                                                                                                   ;SEJUSP1045080073
1045080074;ATIVO;CSE DIVINOPOLIS                                                                                                                                       ;SEJUSP1045080074
1045080075;ATIVO;PRES S JOAO DEL REI                                                                                                                                   ;SEJUSP1045080075
1045080076;ATIVO;PRES PEDRO LEOPOLDO                                                                                                                                   ;SEJUSP1045080076
1045080077;ATIVO;PRES CORONEL FABRICIANO                                                                                                                               ;SEJUSP1045080077
1045080078;ATIVO;PENIT FORMIGA                                                                                                                                         ;SEJUSP1045080078
1045080079;ATIVO;PRES CARATINGA                                                                                                                                        ;SEJUSP1045080079
1045080080;ATIVO;PRES ANDRADAS                                                                                                                                         ;SEJUSP1045080080
1045080081;ATIVO;PRES JOAO PINHEIRO                                                                                                                                    ;SEJUSP1045080081
1045080082;ATIVO;CEIP IPATINGA                                                                                                                                         ;SEJUSP1045080082
1045080083;ATIVO;PRES UNAI                                                                                                                                             ;SEJUSP1045080083
1045080084;ATIVO;PRES ARAXA                                                                                                                                            ;SEJUSP1045080084
1045080085;ATIVO;CERESP BETIM                                                                                                                                          ;SEJUSP1045080085
1045080086;ATIVO;CERESP GAMELEIRA                                                                                                                                      ;SEJUSP1045080086
1045080087;ATIVO;PRES TEOFILO OTONI                                                                                                                                    ;SEJUSP1045080087
1045080088;ATIVO;PRES SAO LOURENCO                                                                                                                                     ;SEJUSP1045080088
1045080089;ATIVO;CSE UBERLANDIA                                                                                                                                        ;SEJUSP1045080089
1045080090;ATIVO;CSE JUIZ DE FORA                                                                                                                                      ;SEJUSP1045080090
1045080091;ATIVO;DRAP VESPASIANO                                                                                                                                       ;SEJUSP1045080091
1045080092;ATIVO;RISP 4 JUIZ DE FORA-PCMG                                                                                                                              ;SEJUSP1045080092
1045080093;ATIVO;CERESP SAO CRISTOVAO                                                                                                                                  ;SEJUSP1045080093
1045080094;ATIVO;CERESP CENTRO SUL                                                                                                                                     ;SEJUSP1045080094
1045080095;ATIVO;CSE JUSTINOPOLIS                                                                                                                                      ;SEJUSP1045080095
1045080096;ATIVO;NUCAD                                                                                                                                                 ;SEJUSP1045080096
1045080097;ATIVO;PRES ALVORADA                                                                                                                                         ;SEJUSP1045080097
1045080098;ATIVO;PRESIDIO DE LUZ                                                                                                                                       ;SEJUSP1045080098
1045080099;ATIVO;CERESP JUIZ DE FORA                                                                                                                                   ;SEJUSP1045080099
1045080100;ATIVO;PRES DE COROMANDEL                                                                                                                                    ;SEJUSP1045080100
1045080101;ATIVO;PRES DE GUARANESIA                                                                                                                                    ;SEJUSP1045080101
1045080102;ATIVO;PRES DE LAVRAS                                                                                                                                        ;SEJUSP1045080102
1045080103;ATIVO;PRES DE PASSOS                                                                                                                                        ;SEJUSP1045080103
